1 60.8967 49.6535
2 61.5025 48.6362
3 61.9948 47.5842
4 62.3723 46.5299
5 62.644 45.5034
6 62.8192 44.5387
7 62.9005 43.6784
8 62.8769 42.9763
9 62.7239 42.4955
10 62.4071 42.2991
11 61.8903 42.4445
12 61.1448 42.9742
13 60.1584 43.9085
14 58.9419 45.2391
15 57.5304 46.9256
16 55.9822 48.895
17 54.3766 51.0429
18 52.8027 53.2493
19 51.3513 55.3919
20 50.1087 57.3548
21 49.1456 59.0433
22 48.5114 60.3872
23 48.2285 61.3469
24 48.2939 61.909
25 48.6866 62.0742
26 49.3718 61.8544
27 50.3045 61.2681
28 51.4343 60.3381
29 52.7074 59.0912
30 54.0633 57.5617
31 55.4394 55.7919
32 56.7713 53.8383
33 58.002 51.766
34 59.085 49.6503
35 59.9803 47.5842
36 60.6559 45.6706
37 61.0839 44.0164
38 61.2406 42.7159
39 61.1087 41.8377
40 60.6791 41.4215
41 59.9584 41.4737
42 58.9733 41.9704
43 57.7727 42.8616
44 56.4248 44.0776
45 55.0129 45.5341
46 53.6231 47.1415
47 52.3306 48.8164
48 51.1889 50.4896
49 50.2218 52.1139
50 49.4217 53.6648
51 48.7557 55.1319
52 48.1775 56.5056
53 47.6433 57.7612
54 47.1267 58.8493
55 46.6283 59.7014
56 46.1789 60.2433
57 45.8336 60.4156
58 45.6596 60.1901
59 45.7183 59.5749
60 46.0475 58.6138
61 46.6498 57.3765
62 47.4903 55.9473
63 48.5026 54.4198
64 49.6045 52.8872
65 50.7204 51.4274
66 51.794 50.0962
67 52.7919 48.9232
68 53.7024 47.9086
69 54.523 47.0337
70 55.2437 46.281
71 55.8395 45.6493
72 56.2678 45.1652
73 56.4732 44.8825
74 56.3992 44.8671
75 56.0032 45.1679
76 55.2712 45.7898
77 54.2285 46.6773
78 52.945 47.7185
79 51.527 48.7697
80 50.0986 49.6913
81 48.7819 50.371
82 47.6771 50.7396
83 46.8459 50.7728
84 46.3044 50.4872
85 46.0288 49.9297
86 45.9691 49.163
87 46.0705 48.2495
88 46.2951 47.2318
89 46.6351 46.1213
90 47.1106 44.9024
91 47.7546 43.5477
92 48.5904 42.041
93 49.6099 40.4042
94 50.7618 38.7157
95 51.952 37.1095
96 53.0591 35.7566
97 53.9615 34.8231
98 54.5673 34.4236
99 54.8396 34.5877
100 54.8044 35.2543
101 54.5422 36.2908
102 54.1634 37.5321
103 53.7753 38.8233
104 53.4563 40.0485
105 53.2391 41.1469
106 53.1104 42.1084
107 53.0215 42.9599
108 52.9063 43.7418
109 52.7031 44.4826
110 52.3732 45.1778
111 51.9151 45.7773
112 51.3655 46.1894
113 50.7932 46.2992
114 50.283 45.9989
115 49.914 45.2229
116 49.74 43.9737
117 49.7762 42.3339
118 49.9941 40.4508
119 50.3293 38.5075
120 50.7029 36.6876
121 51.0494 35.1319
122 51.3409 33.9109
123 51.598 33.0234
124 51.8808 32.4129
125 52.2658 31.9976
126 52.8167 31.7048
127 53.5597 31.4971
128 54.4751 31.3834
129 55.5026 31.4137
130 56.5579 31.6609
131 57.5577 32.1919
132 58.4459 33.0379
133 59.2066 34.1702
134 59.8667 35.4955
135 60.4838 36.8744
136 61.1236 38.154
137 61.8378 39.2024
138 62.6495 39.9366
139 63.5479 40.3318
140 64.4913 40.4164
141 65.4181 40.2547
142 66.2606 39.9267
143 66.963 39.505
144 67.4951 39.0365
145 67.859 38.5339
146 68.0893 37.9749
147 68.2434 37.3142
148 68.3882 36.4994
149 68.5831 35.4889
150 68.8647 34.2725
151 69.2367 32.8835
152 69.6685 31.4039
153 70.1018 29.9603
154 70.4678 28.7037
155 70.7111 27.7721
156 70.8108 27.2551
157 70.7916 27.168
158 70.7186 27.4516
159 70.6782 27.9979
160 70.7495 28.6876
161 70.9797 29.4281
162 71.3711 30.1747
163 71.8815 30.9303
164 72.4395 31.7293
165 72.9674 32.6121
166 73.4002 33.599
167 73.6992 34.6708
168 73.8531 35.7702
169 73.8727 36.8141
170 73.7794 37.7073
171 73.5937 38.365
172 73.3296 38.7286
173 72.9885 38.7768
174 72.5589 38.5305
175 72.019 38.0502
176 71.3413 37.4264
177 70.4994 36.7604
178 69.4765 36.1413
179 68.2712 35.6241
180 66.9004 35.2222
181 65.3971 34.9131
182 63.8042 34.6577
183 62.1664 34.4236
184 60.5219 34.2054
185 58.8974 34.0339
186 57.3065 33.9729
187 55.7548 34.1032
188 54.2445 34.4994
189 52.7839 35.209
190 51.397 36.238
191 50.1213 37.5489
192 48.9994 39.0725
193 48.0772 40.7093
194 47.3955 42.3424
195 46.9772 43.8587
196 46.8301 45.1549
197 46.9484 46.1488
198 47.3156 46.7874
199 47.9084 47.0497
200 48.6987 46.9407
201 49.6562 46.4818
202 50.7492 45.7006
203 51.9484 44.6208
204 53.2271 43.2616
205 54.5618 41.6419
206 55.9305 39.7871
207 57.3106 37.7386
208 58.6736 35.5608
209 59.9832 33.34
210 61.1965 31.178
211 62.2678 29.1817
212 63.1568 27.451
213 63.8338 26.069
214 64.2863 25.0925
215 64.5227 24.5454
216 64.5738 24.4125
217 64.4913 24.6418
218 64.3429 25.1508
219 64.2026 25.8438
220 64.1399 26.628
221 64.2091 27.4297
222 64.4406 28.2054
223 64.8366 28.9391
224 65.3723 29.6394
225 66.0042 30.3299
226 66.6796 31.0348
227 67.3499 31.7651
228 67.9771 32.5056
229 68.5383 33.2127
230 69.0274 33.82
231 69.4497 34.2493
232 69.8162 34.4263
233 70.1378 34.2971
234 70.4199 33.8413
235 70.6619 33.0806
236 70.8571 32.0762
237 70.9934 30.9178
238 71.0578 29.7026
239 71.0426 28.5121
240 70.9488 27.3994
241 70.7899 26.3834
242 70.5899 25.4566
243 70.3773 24.5978
244 70.1753 23.7894
245 69.9936 23.0346
246 69.8225 22.3633
247 69.6317 21.8295
248 69.3753 21.5024
249 69.0014 21.4505
250 68.4649 21.7228
251 67.7393 22.3349
252 66.8275 23.258
253 65.7635 24.4222
254 64.6089 25.7246
255 63.4465 27.0438
256 62.3654 28.2628
257 61.4466 29.289
258 60.7525 30.0663
259 60.321 30.5767
260 60.165 30.8332
261 60.2759 30.8653
262 60.6299 30.7045
263 61.1953 30.3723
264 61.9366 29.8768
265 62.8164 29.2153
266 63.7953 28.3825
267 64.8276 27.3827
268 65.8645 26.2363
269 66.852 24.9851
270 67.7299 23.693
271 68.4375 22.4393
272 68.9186 21.3094
273 69.1305 20.3843
274 69.0505 19.7318
275 68.6812 19.3956
276 68.0533 19.3875
277 67.2252 19.6812
278 66.2744 20.2164
279 65.2885 20.9108
280 64.3565 21.6767
281 63.5562 22.4377
282 62.9461 23.1403
283 62.5599 23.757
284 62.4068 24.2797
285 62.4744 24.7106
286 62.7372 25.0475
287 63.1647 25.2727
288 63.7295 25.3537
289 64.4077 25.2513
290 65.175 24.9336
291 66.003 24.3903
292 66.8565 23.6386
293 67.6909 22.7244
294 68.4545 21.7157
295 69.0974 20.6921
296 69.5772 19.7343
297 69.8676 18.9115
298 69.9619 18.2727
299 69.8755 17.8374
300 69.6454 17.5913
301 69.3229 17.4943
302 68.9668 17.4935
303 68.6342 17.5397
304 68.3743 17.5983
305 68.2217 17.6578
306 68.1938 17.7276
307 68.2914 17.8316
308 68.5009 17.9956
309 68.799 18.2368
310 69.1572 18.5581
311 69.5451 18.9496
312 69.9306 19.3955
313 70.2807 19.8811
314 70.5613 20.3987
315 70.7393 20.9465
316 70.7861 21.5237
317 70.6824 22.1264
318 70.4227 22.7412
319 70.0191 23.3426
320 69.5018 23.894
321 68.9175 24.3492
322 68.3233 24.6576
323 67.7791 24.7712
324 67.3386 24.6522
325 67.0419 24.2812
326 66.9126 23.6608
327 66.9573 22.8206
328 67.1715 21.8058
329 67.5453 20.6685
330 68.0699 19.4624
331 68.7395 18.2343
332 69.5504 17.0206
333 70.4964 15.8522
334 71.5634 14.7594
335 72.7233 13.7818
336 73.9314 12.9701
337 75.1307 12.3818
338 76.2523 12.0747
339 77.224 12.0968
340 77.9822 12.4734
341 78.4798 13.1988
342 78.6941 14.234
343 78.631 15.5077
344 78.3233 16.9257
345 77.8254 18.386
346 77.2028 19.7937
347 76.5191 21.0722
348 75.825 22.1742
349 75.1507 23.0826
350 74.51 23.7993
351 73.9063 24.3356
352 73.3431 24.6967
353 72.8334 24.8742
354 72.4036 24.8435
355 72.0862 24.5744
356 71.9135 24.0428
357 71.9067 23.2455
358 72.0696 22.2076
359 72.3847 20.9815
360 72.814 19.6445
361 73.3019 18.2897
362 73.7812 17.0173
363 74.1828 15.923
364 74.447 15.0864
365 74.5307 14.5685
366 74.4137 14.4022
367 74.0985 14.5932
368 73.6043 15.1234
369 72.9593 15.958
370 72.1887 17.055
371 71.3079 18.3723
372 70.3189 19.8725
373 69.217 21.515
374 68.0008 23.2484
375 66.6793 25.0117
376 65.2838 26.7299
377 63.8719 28.3188
378 62.5218 29.6948
379 61.3198 30.7867
380 60.3459 31.5425
381 59.659 31.9354
382 59.2887 31.9654
383 59.2331 31.6596
384 59.4607 31.0714
385 59.9176 30.2772
386 60.5359 29.3685
387 61.2447 28.4391
388 61.9808 27.5703
389 62.6951 26.8225
390 63.3574 26.2282
391 63.9524 25.8007
392 64.4727 25.5426
393 64.9137 25.4563
394 65.2671 25.5497
395 65.5171 25.837
396 65.6435 26.3332
397 65.6287 27.0446
398 65.4662 27.9628
399 65.1675 29.0593
400 64.7656 30.2823
401 64.311 31.5622
402 63.8642 32.8162
403 63.4836 33.9584
404 63.2156 34.9073
405 63.0849 35.597
406 63.0931 35.984
407 63.2206 36.0512
408 63.4336 35.8074
409 63.6935 35.2823
410 63.966 34.5153
411 64.2268 33.5483
412 64.4656 32.4169
413 64.6835 31.1563
414 64.8879 29.8093
415 65.0882 28.4289
416 65.2884 27.0839
417 65.4838 25.8546
